imdb_id,title,year,budget,actual_budget,revenue,actual_revenue,runtime,vote_average,vote_count,popularity,movielens_id,tmdb_id,genres,director,in_connections,out_connections,tot_connections,connected_movies,0,1
112442,Bad Boys,1995,19.0,34.77,141.41,258.78,118,6.5,1729,9.262184,145,9737.0,Action|Comedy|Drama|Thriller,Michael Bay,89,15,104,0172156|1502397|4919268|0112442,-0.0024340518825072,-0.0008020765688394
112427,An Awfully Big Adventure,1995,4.0,7.32,0.85,1.56,113,6.0,11,0.922958,148,22279.0,Drama,Mike Newell,6,2,8,0112427,0.0225901941206129,-0.0055559809806303
112384,Apollo 13,1995,52.0,95.16,355.24,650.09,140,7.3,1637,18.761467,150,568.0,Adventure|Drama,Ron Howard,336,6,342,0112384,-0.0168021046768076,-0.0055325760144093
114287,Rob Roy,1995,28.0,51.24,31.6,57.83,139,6.5,151,10.193549,151,11780.0,Action|Drama,Michael Caton-Jones,23,2,25,0323820|0013555|0114287,-0.0058625147693604,-0.0022474094786763
112462,Batman Forever,1995,100.0,183.0,336.53,615.85,121,5.2,1529,13.321354,153,414.0,Action|Adventure|Comedy,Joel Schumacher,339,16,355,0118688|0096895|0103776|0112462,-0.0017467377540475,0.0164873470223657
112541,Blue in the Face,1995,2.0,3.66,1.27,2.32,83,6.8,28,11.528147,156,5894.0,Comedy|Drama,Paul Auster,5,6,11,0114478|0112541,-0.0203566750406004,0.0042885504109254
109370,Canadian Bacon,1995,11.0,20.13,0.18,0.33,91,5.9,57,5.391556,157,1775.0,Comedy,Michael Moore,10,32,42,0109370,0.0116191599871301,0.0207411476431863
112642,Casper,1995,50.0,91.5,287.93,526.91,100,6.0,1045,12.812539,158,8839.0,Adventure,Brad Silberling,94,32,126,0118824|0140883|0284946|0884322|1429551|0112642,0.0002636343375015,0.0206874647183536
112688,Clockers,1995,25.0,45.75,13.07,23.92,128,6.8,69,4.558992,159,20649.0,Drama,Spike Lee,13,5,18,0112688,-0.0144131151707526,-0.0174318356938306
112715,Congo,1995,50.0,91.5,152.02,278.2,109,5.0,214,7.260574,160,10329.0,Action|Adventure|Sci-Fi,Frank Marshall,47,10,57,5425892|0112715,0.0101242906792606,0.0142856714187126
112740,Crimson Tide,1995,53.0,96.99,157.39,288.02,116,7.0,508,8.657365,161,8963.0,Drama|Thriller,Tony Scott,57,11,68,0112740,-0.003617450546544,-0.0143068377958022
112851,Desperado,1995,7.0,12.81,25.41,46.5,104,6.8,898,6.950458,163,8068.0,Action|Western,Robert Rodriguez,93,11,104,0285823|0104815|0112851,0.0118024969023122,0.0122383475303159
112857,Devil in a Blue Dress,1995,27.0,49.41,16.14,29.54,102,6.3,88,4.646132,164,8512.0,Thriller,Carl Franklin,18,3,21,0112857,0.0100428281016639,-0.0142437988329482
112864,Die Hard: With a Vengeance,1995,90.0,164.7,366.1,669.96,128,6.9,2094,15.138855,165,1572.0,Action|Thriller,John McTiernan,187,16,203,0337978|1606378|0095016|0099423|0112864,0.0110898166372287,-0.005158101296468
113071,First Knight,1995,55.0,100.65,127.6,233.51,134,5.9,319,15.178338,168,6520.0,Action|Drama,Jerry Zucker,22,0,22,0113071,-0.0049324132529147,0.0034532474525412
113243,Hackers,1995,20.0,36.6,7.56,13.83,107,6.2,406,14.810519,170,10428.0,Action|Adventure|Thriller,Iain Softley,47,22,69,0113243,0.0082496736423606,0.0032548415975443
113481,Johnny Mnemonic,1995,25.0,45.75,19.08,34.92,97,5.5,380,11.715868,172,9886.0,Action|Sci-Fi|Thriller,Robert Longo,51,11,62,0113481,0.0150400793112093,0.0018200338984066
113492,Judge Dredd,1995,90.0,164.7,113.49,207.69,96,5.4,643,8.184815,173,9482.0,Action|Sci-Fi,Danny Cannon,127,7,134,0113492,0.0135808854808238,0.0106271165442466
113540,Kids,1995,1.5,2.74,7.41,13.56,91,6.8,280,4.877872,175,9344.0,Drama,Larry Clark,38,6,44,0113540,0.0103727727082405,0.0217502517156832
113677,Living in Oblivion,1995,0.5,0.92,1.15,2.1,89,7.2,64,10.058329,176,9071.0,Comedy,Tom DiCillo,21,7,28,0119987|0113677,-0.017378981399676,-0.0165025881806392
113749,Mallrats,1995,6.0,10.98,2.12,3.88,94,6.8,400,8.25547,180,2293.0,Comedy,Kevin Smith,104,42,146,0118842|0120655|0210413|0261392|0433537|0424345|6521876|0109445|0113749,-0.0027224769640347,0.0235311387978731
113820,Mighty Morphin Power Rangers: The Movie,1995,15.0,27.45,66.0,120.78,92,5.2,153,7.024227,181,9070.0,Action,Bryan Spicer,58,16,74,0115319|0120389|0118436|0120575|0175059|0212686|2236126|0256278|0287871|0312189|0373587|0414762|0451469|0784920|1121628|1304612|1704503|3521854|5335606|1236029|0106064|0113820,0.0230203855499172,-0.009296153257299
110604,Mute Witness,1995,0.0,0.0,0.0,0.0,95,6.4,36,2.466066,183,48787.0,Comedy|Horror|Thriller,Anthony Waller,4,4,8,0110604,0.0093739547021237,-0.0098150335546393
113957,The Net,1995,22.0,40.26,110.63,202.45,114,5.6,359,13.304342,185,1642.0,Action|Thriller,Irwin Winkler,40,8,48,0163953|0449077|0113957,0.013192299661291,-0.001596117757465
114095,Party Girl,1995,0.15,0.27,0.47,0.86,94,5.8,14,1.165039,187,36196.0,Comedy,Daisy von Scherler Mayer,5,1,6,0114095,0.0139144410278155,0.0193079261369526
114194,The Prophecy,1995,0.0,0.0,0.0,0.0,98,6.4,139,10.187623,188,11980.0,Fantasy|Horror,Gregory Widen,22,0,22,0118643|0183678|0365658|0439771|0114194,0.0196074035498291,-0.0006345015581187
114345,The Scarlet Letter,1995,50.0,91.5,10.38,19.0,135,5.5,111,6.752119,191,10533.0,Drama,Roland Joffé,19,0,19,0114345,0.0160016260755111,-0.0189462715394616
114436,Showgirls,1995,45.0,82.35,20.35,37.24,128,4.9,261,17.502375,193,10802.0,Drama,Paul Verhoeven,220,3,223,0114436,0.015248455720296,0.0199352758442525
114478,Smoke,1995,7.0,12.81,8.35,15.28,112,7.2,115,5.552946,194,10149.0,Comedy|Drama,Wayne Wang,12,2,14,0112541|0114478,-0.0216216617626333,0.0039918872694013
114508,Species,1995,35.0,64.05,113.37,207.47,108,5.5,457,13.492845,196,9348.0,Horror|Sci-Fi,Roger Donaldson,85,8,93,0120841|0410650|0844894|8783464|0114508,0.0204880578522367,-0.0035929781840454
114558,Strange Days,1995,42.0,76.86,7.96,14.57,145,6.8,334,11.223055,198,281.0,Action|Drama|Sci-Fi|Thriller,Kathryn Bigelow,44,11,55,0114558,0.0038966259308397,-0.0012088563015999
114666,The Tie That Binds,1995,14.0,25.62,5.78,10.58,99,4.6,9,1.820419,200,79593.0,Thriller,Wesley Strick,0,0,0,0114666,0.0154495485780549,-0.0169688494504069
114781,Under Siege 2: Dark Territory,1995,60.0,109.8,104.32,190.91,100,5.6,217,7.490247,204,3512.0,Action,Geoff Murphy,35,3,38,0105690|0114781,0.0174117578503443,0.0158193926969111
114887,A Walk in the Clouds,1995,20.0,36.6,50.01,91.52,103,6.5,168,9.715639,207,9560.0,Drama,Alfonso Aráu,19,2,21,0255112|0035230|0049785|0114887,0.022177802087981,-0.0041233540132773
114898,Waterworld,1995,175.0,320.25,264.22,483.52,135,5.9,1017,16.885184,208,9804.0,Action|Adventure|Sci-Fi,Kevin Reynolds,197,5,202,0114898,0.0085341877008681,0.0140069978590252
111579,Burnt by the Sun,1994,2.8,5.26,2.62,4.93,135,6.7,35,2.486073,213,50797.0,Drama,Nikita Mikhalkov,16,2,18,0403645|1912518|2188583|0111579,0.0218203009742113,-0.0085913995526918
112471,Before Sunrise,1995,2.5,4.58,5.54,10.14,105,7.7,984,11.304979,215,76.0,Drama,Richard Linklater,60,7,67,0381681|2209418|0112471,0.0211055576501974,-0.0136212522370513
112508,Billy Madison,1995,10.0,18.3,26.49,48.48,89,6.2,464,6.638116,216,11017.0,Comedy,Tamra Davis,109,9,118,3307450|0112508,0.0157533363642783,0.0150050816075579
112571,Boys on the Side,1995,21.0,38.43,23.45,42.91,115,6.3,48,3.030309,218,9382.0,Comedy|Drama,Herbert Ross,20,10,30,0112571,-0.0150308482684621,-0.0004585631581714
109445,Clerks,1994,0.03,0.06,3.15,5.92,92,7.4,769,10.513367,223,2292.0,Comedy,Kevin Smith,228,146,374,0113749|0118842|0120655|0210413|0261392|0433537|0424345|6521876|0109445,-0.0251266278148935,-0.0027780655453825
112883,Don Juan DeMarco,1994,25.0,47.0,22.2,41.74,97,6.3,184,7.438934,224,1909.0,Comedy|Drama,Jeremy Leven,22,0,22,0112883,-0.0155274158254614,0.003004372584972
109635,Disclosure,1994,55.0,103.4,214.02,402.36,123,5.9,217,11.812244,225,8984.0,Drama|Thriller,Barry Levinson,26,2,28,0418460|0109635,0.0008615089798672,-0.0109077486982836
109686,Dumb and Dumber,1994,16.0,30.08,247.28,464.89,107,6.5,1894,9.844558,231,8467.0,Adventure|Comedy,Peter Farrelly,381,26,407,0111946|0329028|2096672|0109686,-0.012185087414881,0.0146974656201361
109707,Ed Wood,1994,18.0,33.84,5.89,11.07,127,7.3,639,11.720358,235,522.0,Comedy|Drama,Tim Burton,148,50,198,0109707,-0.0216767769001379,0.0006406425604364
113303,Hideaway,1995,15.0,27.45,12.2,22.33,103,5.0,24,8.182165,240,27303.0,Thriller,Brett Leonard,4,9,13,0113303,0.0139795204331417,-0.0170666070069321
110057,Hoop Dreams,1994,0.7,1.32,7.83,14.72,171,7.7,91,9.47666,246,14275.0,Documentary,Steve James,59,1,60,0322594|0803005|0110057,0.0227230556942569,0.0087538702727998
110005,Heavenly Creatures,1994,5.0,9.4,3.05,5.73,99,6.9,299,9.438042,247,1024.0,Drama,Peter Jackson,44,12,56,0110005,-0.0158985900624726,-0.016670838723658
110066,Houseguest,1995,10.5,19.22,26.33,48.18,113,6.0,17,2.688562,248,17207.0,Comedy,Randall Miller,7,18,25,0110066,0.0101084381399497,-0.0216908169435057
110148,Interview with the Vampire,1994,60.0,112.8,223.66,420.48,123,7.2,1558,11.970205,253,628.0,Drama|Horror,Neil Jordan,163,11,174,0238546|3960394|0110148,-0.0125480904650834,-0.0134965763796974
113463,Jefferson in Paris,1995,14.0,25.62,2.47,4.52,139,5.2,10,1.596058,254,87729.0,Drama,James Ivory,0,0,0,0113463,0.0243093369914959,-0.0004628526620957
110216,Junior,1994,60.0,112.8,37.0,69.56,109,4.7,381,6.710215,256,6280.0,Comedy|Sci-Fi,Ivan Reitman,61,3,64,0110216,-0.0115664844802886,0.0204078406786139
76759,Star Wars,1977,11.0,50.6,775.4,3566.84,121,8.1,6778,42.149697,260,11.0,Action|Adventure|Sci-Fi,George Lucas,7037,28,7065,0080684|0086190|0120915|0121765|0121766|2488496|2527336|2527338|2199603|1490713|0076759,-0.013585296035021,-0.007691791774867
103994,Like Water for Chocolate,1992,2.0,3.98,21.67,43.12,105,6.6,70,4.126083,265,18183.0,Drama|Fantasy,Alfonso Aráu,25,0,25,0103994,-0.0160977137858132,-0.0078379930379138
110322,Legends of the Fall,1994,30.0,56.4,160.64,302.0,133,7.2,636,12.199047,266,4476.0,Drama|Western,Edward Zwick,55,1,56,0110322,-0.0170880693229174,-0.0112519167964914
113691,Losing Isaiah,1995,17.0,31.11,7.6,13.91,106,6.4,28,7.698526,271,28313.0,Drama,Stephen Gyllenhaal,1,1,2,0113691,0.0089830644919412,0.0204516419881467
109836,Mary Shelley's Frankenstein,1994,45.0,84.6,112.01,210.58,123,6.1,272,14.287753,273,3036.0,Drama|Horror|Sci-Fi,Kenneth Branagh,51,4,55,0109836,-0.0107759664499993,-0.0115508109385137
113808,Miami Rhapsody,1995,0.0,0.0,0.0,0.0,95,5.6,7,1.137266,278,17402.0,Comedy,David Frankel,3,0,3,0113808,0.0208112599508632,0.010277973737642
110638,Nell,1994,31.0,58.28,106.68,200.56,112,6.1,128,5.930957,282,1945.0,Drama,Michael Apted,40,3,43,0064285|0110638,0.0013196410767068,-0.0221496314830855
110632,Natural Born Killers,1994,34.0,63.92,50.28,94.53,119,6.9,927,11.226856,288,241.0,Action|Thriller,Oliver Stone,176,34,210,0110632,0.0090775875539241,-0.0054302459131017
114069,Outbreak,1995,50.0,91.5,189.86,347.44,127,6.4,522,13.676444,292,6950.0,Action|Drama|Sci-Fi|Thriller,Wolfgang Petersen,81,4,85,0114069,0.0045197419189773,-0.00094152970314
110413,Leon: The Professional,1994,16.0,30.08,45.28,85.13,110,8.2,4293,20.477329,293,101.0,Action|Drama|Thriller,Luc Besson,174,26,200,9166956|0252277|0110413,-0.0038110868438668,-0.007011052991
114113,The Perez Family,1995,11.0,20.13,2.83,5.18,113,6.6,9,1.433544,294,63020.0,Comedy,Mira Nair,2,1,3,0114113,-0.0198622962330448,-0.0121596481062287
110912,Pulp Fiction,1994,8.0,15.04,213.93,402.19,154,8.3,8670,140.950236,296,680.0,Comedy|Drama|Thriller,Quentin Tarantino,1507,154,1661,0110912,-0.013992551000277,-0.0093054998317856
105652,Pushing Hands,1992,0.4,0.8,0.15,0.3,105,6.1,9,1.638622,298,25296.0,Drama,Ang Lee,0,0,0,0105652,0.0067910724227591,0.0222682084917081
114214,The Quick and the Dead,1995,32.0,58.56,18.55,33.95,107,6.2,431,7.54701,303,12106.0,Action|Thriller|Western,Sam Raimi,36,7,43,0114214,0.014477555717632,-0.0005205585457038
114296,Roommates,1995,22.0,40.26,12.4,22.69,108,6.4,7,3.395867,304,161495.0,Comedy|Drama,Peter Yates,2,0,2,0114296,-0.0162613327956609,0.0014188267136762
110907,Prêt-à-Porter,1994,15.0,28.2,11.3,21.24,133,5.3,33,6.259433,305,3586.0,Comedy,Robert Altman,18,7,25,0110907,0.0203751740052364,0.0128421040871625
111333,The Swan Princess,1994,35.0,65.8,9.77,18.37,89,6.5,251,8.910462,313,22586.0,Animation,Richard Rich,36,1,37,0120254|0149215|1984279|3559422|5915572|6687748|7966994|1055126|1239835|0111333,-0.0165627203769986,-0.013827577812359
111255,The Specialist,1994,45.0,84.6,170.36,320.28,110,5.5,317,10.388183,315,2636.0,Action|Drama|Thriller,Luis Llosa,24,5,29,0111255,0.0045868352980379,-0.0035270934340916
111282,Stargate,1994,55.0,103.4,196.57,369.55,121,6.8,942,13.328924,316,2164.0,Action|Adventure|Sci-Fi,Roland Emmerich,171,11,182,0234794|0111282,0.0057980484136086,0.0120615277323698
111070,The Santa Clause,1994,22.0,41.36,189.83,356.88,97,6.3,501,9.665424,317,11395.0,Comedy|Drama|Fantasy,John Pasquin,111,10,121,0304669|0452681|0111070,-0.014961450296858,-0.00171211605316
111161,The Shawshank Redemption,1994,25.0,47.0,28.34,53.28,142,8.5,8358,51.645403,318,278.0,Drama,Frank Darabont,643,21,664,0111161,-0.0264755642550888,0.0012717102468071
114614,Tank Girl,1995,25.0,45.75,4.06,7.43,98,5.5,140,7.602087,327,9067.0,Action|Comedy|Sci-Fi,Rachel Talalay,45,11,56,0114614,0.0013889985884188,0.0124599197046272
111280,Star Trek: Generations,1994,38.0,71.44,120.0,225.6,118,6.4,461,8.105708,329,193.0,Adventure|Drama|Sci-Fi,David Carson,137,26,163,0112178|0117731|0120844|0244365|0253754|0796366|1408101|2660888|5171438|8806524|9184820|4756228|0060028|0069637|0079945|0084726|0088170|0092007|0092455|0098382|0102975|0106145|0111280,-0.0059571653668839,0.007468367793738
114609,Tales from the Hood,1995,6.0,10.98,12.0,21.96,98,5.4,33,2.86007,330,25066.0,Action|Horror,Rusty Cundieff,14,9,23,8403680|1145308|0114609,0.0168667776250691,0.005174480719361
108550,What's Eating Gilbert Grape,1993,11.0,21.23,10.03,19.36,118,7.5,943,10.3919,337,1587.0,Drama,Lasse Hallström,75,5,80,0108550,-0.0255346068793745,-0.0010296930808408
114857,Virtuosity,1995,30.0,54.9,24.05,44.01,106,5.4,163,5.188399,338,9271.0,Action|Sci-Fi|Thriller,Brett Leonard,17,8,25,0114857,0.0151887942226376,0.0023487592291671
114924,While You Were Sleeping,1995,17.0,31.11,182.06,333.17,103,6.5,340,15.783615,339,2064.0,Comedy,Jon Turteltaub,53,5,58,0114924,-0.0002400291694142,0.0229857711955843
110598,Muriel's Wedding,1994,3.0,5.64,15.12,28.43,106,6.9,104,5.254847,342,236.0,Comedy,P.J. Hogan,53,15,68,0110598,0.0222673330411686,-0.0085290066476165
109040,Ace Ventura: Pet Detective,1994,15.0,28.2,107.22,201.57,86,6.4,1684,11.247957,344,3049.0,Comedy,Tom Shadyac,230,35,265,0112281|0844029|0109040,0.0173154363155292,0.0104242546216658
104779,Bitter Moon,1992,5.0,9.95,1.86,3.7,139,7.0,115,11.298195,347,10497.0,Drama,Roman Polanski,17,3,20,1125672|0104779,0.0123501742140853,0.0205965229573671
109444,Clear and Present Danger,1994,62.0,116.56,215.89,405.87,141,6.4,390,7.513245,349,9331.0,Action|Drama|Thriller,Phillip Noyce,64,6,70,0164184|1205537|0499097|0099810|0105112|0109444,0.0013636494215354,-0.0045484195782576
109446,The Client,1994,45.0,84.6,117.62,221.13,119,6.4,287,15.263829,350,10731.0,Drama|Thriller,Joel Schumacher,22,1,23,0109446,-0.0019210106799153,-0.0120064311996636
109506,The Crow,1994,15.0,28.2,94.0,176.72,102,7.3,980,15.799336,353,9495.0,Action|Fantasy|Thriller,Alex Proyas,177,15,192,0115986|0132910|0353324|0197104|0432536|1340094|0109506,0.0090890539970217,0.0008329048982314
